Dataset,embeddings,# Features,# Samples,Feature_Samples_ratio,Intrinsic_Dimension,Condition number,Fisher Discriminant Ratio,Total Correlations,Mutual information,# Non-zero entries,# Low variance features,Variation,std_var,Coefficient of Variation %,std_co_of_v,Skewness,std_skew,Kurtosis,std_kurt,Mean Log Kernel Density,Isomap Reconstruction Error,Fractal dimension,Entropy,std_entropy,iteration,model,accuracy,f1_score,time,auc,Model_Parameters
ld_data-1.csv,pca,3,70,0.04285714285714286,3,1.8324577317972142,0.07340498913718184,8.881784197001252e-16,0.006775508997067137,210,1,0.10666666666666667,0.08082903768654762,5.127624437357072e+18,9.428890528966947e+18,0.3319980621489312,0.36715817451879545,0.22403951218363405,0.49749779665516874,-0.5018394221453558,0.0705321103444629,1.988375157859773,0.8812908992306927,0.0,1,dt,0.6,0.6,0.004715919494628906,0.5238095238095238,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}"
ld_data-1.csv,pca,3,70,0.04285714285714286,3,1.8324577317972142,0.07340498913718184,8.881784197001252e-16,0.006775508997067137,210,1,0.10666666666666667,0.08082903768654762,5.127624437357072e+18,9.428890528966947e+18,0.3319980621489312,0.36715817451879545,0.22403951218363405,0.49749779665516874,-0.5018394221453558,0.0705321103444629,1.988375157859773,0.8812908992306927,0.0,1,lr,0.7,0.5764705882352941,0.004873991012573242,0.5,"{'estimator__C': 1.0, 'estimator__class_weight': None, 'estimator__dual': False, 'estimator__fit_intercept': True, 'estimator__intercept_scaling': 1, 'estimator__l1_ratio': None, 'estimator__max_iter': 10000, 'estimator__multi_class': 'deprecated', 'estimator__n_jobs': None, 'estimator__penalty': 'l2', 'estimator__random_state': None, 'estimator__solver': 'saga', 'estimator__tol': 0.0001, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': LogisticRegression(max_iter=10000, solver='saga'), 'n_jobs': None}"
ld_data-1.csv,pca,3,70,0.04285714285714286,3,1.8324577317972142,0.07340498913718184,8.881784197001252e-16,0.006775508997067137,210,1,0.10666666666666667,0.08082903768654762,5.127624437357072e+18,9.428890528966947e+18,0.3319980621489312,0.36715817451879545,0.22403951218363405,0.49749779665516874,-0.5018394221453558,0.0705321103444629,1.988375157859773,0.8812908992306927,0.0,1,mlp,0.5333333333333333,0.5333333333333333,0.4089977741241455,0.4444444444444444,"{'estimator__activation': 'relu', 'estimator__alpha': 0.0001, 'estimator__batch_size': 'auto', 'estimator__beta_1': 0.9, 'estimator__beta_2': 0.999, 'estimator__early_stopping': False, 'estimator__epsilon': 1e-08, 'estimator__hidden_layer_sizes': 100, 'estimator__learning_rate': 'constant', 'estimator__learning_rate_init': 0.001, 'estimator__max_fun': 15000, 'estimator__max_iter': 10000, 'estimator__momentum': 0.9, 'estimator__n_iter_no_change': 10, 'estimator__nesterovs_momentum': True, 'estimator__power_t': 0.5, 'estimator__random_state': None, 'estimator__shuffle': True, 'estimator__solver': 'adam', 'estimator__tol': 0.0001, 'estimator__validation_fraction': 0.1, 'estimator__verbose': False, 'estimator__warm_start': False, 'estimator': MLPClassifier(hidden_layer_sizes=100, max_iter=10000), 'n_jobs': None}"
ld_data-1.csv,pca,3,70,0.04285714285714286,3,1.8324577317972142,0.07340498913718184,8.881784197001252e-16,0.006775508997067137,210,1,0.10666666666666667,0.08082903768654762,5.127624437357072e+18,9.428890528966947e+18,0.3319980621489312,0.36715817451879545,0.22403951218363405,0.49749779665516874,-0.5018394221453558,0.0705321103444629,1.988375157859773,0.8812908992306927,0.0,1,nb,0.7,0.658265139116203,0.004271030426025391,0.5634920634920635,"{'estimator__priors': None, 'estimator__var_smoothing': 1e-09, 'estimator': GaussianNB(), 'n_jobs': None}"
ld_data-1.csv,pca,3,70,0.04285714285714286,3,1.8324577317972142,0.07340498913718184,8.881784197001252e-16,0.006775508997067137,210,1,0.10666666666666667,0.08082903768654762,5.127624437357072e+18,9.428890528966947e+18,0.3319980621489312,0.36715817451879545,0.22403951218363405,0.49749779665516874,-0.5018394221453558,0.0705321103444629,1.988375157859773,0.8812908992306927,0.0,1,qnn,0.6666666666666666,0.5714285714285714,12.618128061294556,0.5317460317460317,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}"
ld_data-1.csv,pca,3,70,0.04285714285714286,3,1.8324577317972142,0.07340498913718184,8.881784197001252e-16,0.006775508997067137,210,1,0.10666666666666667,0.08082903768654762,5.127624437357072e+18,9.428890528966947e+18,0.3319980621489312,0.36715817451879545,0.22403951218363405,0.49749779665516874,-0.5018394221453558,0.0705321103444629,1.988375157859773,0.8812908992306927,0.0,1,qsvc,0.7,0.5764705882352941,25.834643363952637,0.5,"{'feature_map': 'ZZFeatureMap', 'quantum_kernel': 'FidelityQuantumKernel', 'C': 0.01, 'gamma': 'scale'}"
ld_data-1.csv,pca,3,70,0.04285714285714286,3,1.8324577317972142,0.07340498913718184,8.881784197001252e-16,0.006775508997067137,210,1,0.10666666666666667,0.08082903768654762,5.127624437357072e+18,9.428890528966947e+18,0.3319980621489312,0.36715817451879545,0.22403951218363405,0.49749779665516874,-0.5018394221453558,0.0705321103444629,1.988375157859773,0.8812908992306927,0.0,1,rf,0.6666666666666666,0.6335403726708075,0.09369182586669922,0.5396825396825397,"{'estimator__bootstrap': True, 'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': 'sqrt', 'estimator__max_leaf_nodes': None, 'estimator__max_samples': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__n_estimators': 100, 'estimator__n_jobs': None, 'estimator__oob_score': False, 'estimator__random_state': None, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': RandomForestClassifier(), 'n_jobs': None}"
ld_data-1.csv,pca,3,70,0.04285714285714286,3,1.8324577317972142,0.07340498913718184,8.881784197001252e-16,0.006775508997067137,210,1,0.10666666666666667,0.08082903768654762,5.127624437357072e+18,9.428890528966947e+18,0.3319980621489312,0.36715817451879545,0.22403951218363405,0.49749779665516874,-0.5018394221453558,0.0705321103444629,1.988375157859773,0.8812908992306927,0.0,1,svc,0.7,0.5764705882352941,0.00668787956237793,0.5,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}"
ld_data-1.csv,pca,3,70,0.04285714285714286,3,1.8324577317972142,0.07340498913718184,8.881784197001252e-16,0.006775508997067137,210,1,0.10666666666666667,0.08082903768654762,5.127624437357072e+18,9.428890528966947e+18,0.3319980621489312,0.36715817451879545,0.22403951218363405,0.49749779665516874,-0.5018394221453558,0.0705321103444629,1.988375157859773,0.8812908992306927,0.0,1,vqc,0.5666666666666667,0.5727856225930681,37.01695203781128,0.5,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}"
ld_data-1.csv,nmf,3,70,0.04285714285714286,3,3.732175466276797,0.07593491126942455,2.3781650800563074,0.03270588619845268,208,1,0.02,0.01,50.34301816701916,11.097915213169461,0.2787631249148504,0.45974391135066073,-0.10950985225433103,0.29817380881271854,1.2286182820130238,0.004816469906969405,1.9885583206838349,0.8812908992306927,0.0,1,dt,0.6,0.6,0.007722139358520508,0.5238095238095238,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}"
ld_data-1.csv,nmf,3,70,0.04285714285714286,3,3.732175466276797,0.07593491126942455,2.3781650800563074,0.03270588619845268,208,1,0.02,0.01,50.34301816701916,11.097915213169461,0.2787631249148504,0.45974391135066073,-0.10950985225433103,0.29817380881271854,1.2286182820130238,0.004816469906969405,1.9885583206838349,0.8812908992306927,0.0,1,lr,0.7,0.5764705882352941,0.009233951568603516,0.5,"{'estimator__C': 1.0, 'estimator__class_weight': None, 'estimator__dual': False, 'estimator__fit_intercept': True, 'estimator__intercept_scaling': 1, 'estimator__l1_ratio': None, 'estimator__max_iter': 10000, 'estimator__multi_class': 'deprecated', 'estimator__n_jobs': None, 'estimator__penalty': 'l2', 'estimator__random_state': None, 'estimator__solver': 'saga', 'estimator__tol': 0.0001, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': LogisticRegression(max_iter=10000, solver='saga'), 'n_jobs': None}"
ld_data-1.csv,nmf,3,70,0.04285714285714286,3,3.732175466276797,0.07593491126942455,2.3781650800563074,0.03270588619845268,208,1,0.02,0.01,50.34301816701916,11.097915213169461,0.2787631249148504,0.45974391135066073,-0.10950985225433103,0.29817380881271854,1.2286182820130238,0.004816469906969405,1.9885583206838349,0.8812908992306927,0.0,1,mlp,0.7,0.5764705882352941,0.12017703056335449,0.5,"{'estimator__activation': 'relu', 'estimator__alpha': 0.0001, 'estimator__batch_size': 'auto', 'estimator__beta_1': 0.9, 'estimator__beta_2': 0.999, 'estimator__early_stopping': False, 'estimator__epsilon': 1e-08, 'estimator__hidden_layer_sizes': 100, 'estimator__learning_rate': 'constant', 'estimator__learning_rate_init': 0.001, 'estimator__max_fun': 15000, 'estimator__max_iter': 10000, 'estimator__momentum': 0.9, 'estimator__n_iter_no_change': 10, 'estimator__nesterovs_momentum': True, 'estimator__power_t': 0.5, 'estimator__random_state': None, 'estimator__shuffle': True, 'estimator__solver': 'adam', 'estimator__tol': 0.0001, 'estimator__validation_fraction': 0.1, 'estimator__verbose': False, 'estimator__warm_start': False, 'estimator': MLPClassifier(hidden_layer_sizes=100, max_iter=10000), 'n_jobs': None}"
ld_data-1.csv,nmf,3,70,0.04285714285714286,3,3.732175466276797,0.07593491126942455,2.3781650800563074,0.03270588619845268,208,1,0.02,0.01,50.34301816701916,11.097915213169461,0.2787631249148504,0.45974391135066073,-0.10950985225433103,0.29817380881271854,1.2286182820130238,0.004816469906969405,1.9885583206838349,0.8812908992306927,0.0,1,nb,0.7333333333333333,0.6833333333333333,0.0028312206268310547,0.5873015873015872,"{'estimator__priors': None, 'estimator__var_smoothing': 1e-09, 'estimator': GaussianNB(), 'n_jobs': None}"
ld_data-1.csv,nmf,3,70,0.04285714285714286,3,3.732175466276797,0.07593491126942455,2.3781650800563074,0.03270588619845268,208,1,0.02,0.01,50.34301816701916,11.097915213169461,0.2787631249148504,0.45974391135066073,-0.10950985225433103,0.29817380881271854,1.2286182820130238,0.004816469906969405,1.9885583206838349,0.8812908992306927,0.0,1,qnn,0.7,0.5764705882352941,11.708250284194946,0.5,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}"
ld_data-1.csv,nmf,3,70,0.04285714285714286,3,3.732175466276797,0.07593491126942455,2.3781650800563074,0.03270588619845268,208,1,0.02,0.01,50.34301816701916,11.097915213169461,0.2787631249148504,0.45974391135066073,-0.10950985225433103,0.29817380881271854,1.2286182820130238,0.004816469906969405,1.9885583206838349,0.8812908992306927,0.0,1,qsvc,0.7,0.5764705882352941,25.37270498275757,0.5,"{'feature_map': 'ZZFeatureMap', 'quantum_kernel': 'FidelityQuantumKernel', 'C': 0.01, 'gamma': 'scale'}"
ld_data-1.csv,nmf,3,70,0.04285714285714286,3,3.732175466276797,0.07593491126942455,2.3781650800563074,0.03270588619845268,208,1,0.02,0.01,50.34301816701916,11.097915213169461,0.2787631249148504,0.45974391135066073,-0.10950985225433103,0.29817380881271854,1.2286182820130238,0.004816469906969405,1.9885583206838349,0.8812908992306927,0.0,1,rf,0.8,0.7801242236024845,0.13458800315856934,0.6984126984126984,"{'estimator__bootstrap': True, 'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': 'sqrt', 'estimator__max_leaf_nodes': None, 'estimator__max_samples': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__n_estimators': 100, 'estimator__n_jobs': None, 'estimator__oob_score': False, 'estimator__random_state': None, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': RandomForestClassifier(), 'n_jobs': None}"
ld_data-1.csv,nmf,3,70,0.04285714285714286,3,3.732175466276797,0.07593491126942455,2.3781650800563074,0.03270588619845268,208,1,0.02,0.01,50.34301816701916,11.097915213169461,0.2787631249148504,0.45974391135066073,-0.10950985225433103,0.29817380881271854,1.2286182820130238,0.004816469906969405,1.9885583206838349,0.8812908992306927,0.0,1,svc,0.7,0.5764705882352941,0.0057909488677978516,0.5,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}"
ld_data-1.csv,nmf,3,70,0.04285714285714286,3,3.732175466276797,0.07593491126942455,2.3781650800563074,0.03270588619845268,208,1,0.02,0.01,50.34301816701916,11.097915213169461,0.2787631249148504,0.45974391135066073,-0.10950985225433103,0.29817380881271854,1.2286182820130238,0.004816469906969405,1.9885583206838349,0.8812908992306927,0.0,1,vqc,0.6333333333333333,0.5428571428571428,34.334959268569946,0.4523809523809524,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}"
ld_data-1.csv,none,10,70,0.14285714285714285,8,1.5945642650486686e+16,0.20759449978434039,18.6993639163392,0.10238635303686058,690,3,0.048,0.010327955589886447,47.290164848099515,8.001055919734952,0.20050074051532546,0.20701407604316285,-0.14086897738567622,0.3104398204025965,2.9883256995744985,0.21889703404478467,1.9965313209107745,0.8812908992306927,0.0,1,dt,0.9333333333333333,0.9306818181818183,0.0036101341247558594,0.8888888888888888,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}"
